timestamp,amount,merchant,location,device,is_fraud
2025-01-05 12:50:29,2.8,BestBuy,TX,Mobile,0
2025-01-24 11:13:11,192.03,Walmart,NY,Mobile,0
2025-01-30 01:23:23,23.96,Walmart,WA,Tablet,0
2025-01-24 04:30:52,86.9,BestBuy,TX,Tablet,0
2025-01-17 21:33:21,29.88,Amazon,WA,Mobile,0
2025-01-20 07:33:39,58.73,Target,FL,Tablet,0
2025-01-04 03:51:26,63.3,Walmart,FL,Mobile,0
2025-01-05 08:15:47,16.35,BestBuy,FL,Desktop,0
2025-01-02 11:51:36,279.42,eBay,WA,Tablet,0
2025-01-24 01:03:51,119.38,Walmart,WA,Mobile,0
2025-01-08 16:24:29,224.41,Target,WA,Tablet,0
2025-01-04 20:20:14,180.17,Amazon,NY,Tablet,0
2025-01-05 04:41:10,72.88,Walmart,WA,Mobile,0
2025-01-20 23:36:10,203.95,Walmart,FL,Desktop,0
2025-01-17 04:41:47,7.41,BestBuy,CA,Mobile,0
2025-01-08 17:31:40,17.45,eBay,WA,Tablet,0
2025-01-16 16:16:02,3.7,eBay,CA,Mobile,0
2025-01-25 07:15:04,31.48,Amazon,FL,Tablet,0
2025-01-11 23:07:42,39.37,Target,WA,Mobile,0
2025-01-15 04:37:49,25.32,Amazon,NY,Desktop,0
2025-01-04 07:09:22,141.16,Walmart,NY,Desktop,0
2025-01-17 06:46:14,35.3,Walmart,CA,Desktop,0
2025-01-23 18:33:36,26.38,eBay,NY,Desktop,1
2025-01-28 20:50:56,62.59,Target,NY,Mobile,0
2025-01-28 18:44:07,12.15,BestBuy,NY,Desktop,0
2025-01-07 03:47:50,129.64,Target,FL,Mobile,0
2025-01-29 15:45:08,6.2,Walmart,NY,Tablet,0
2025-01-12 21:42:49,346.73,BestBuy,TX,Tablet,0
2025-01-02 02:02:32,118.36,Target,WA,Tablet,0
2025-01-17 05:38:24,17.72,Target,NY,Desktop,0
2025-01-26 19:05:19,0.44,BestBuy,NY,Desktop,0
2025-01-22 09:12:35,135.19,Walmart,NY,Desktop,0
2025-01-10 20:06:41,98.17,Target,TX,Tablet,0
2025-01-25 11:32:20,104.45,BestBuy,NY,Tablet,0
2025-01-17 00:59:58,118.02,Walmart,NY,Tablet,0
2025-01-17 16:49:56,6.15,BestBuy,WA,Tablet,0
2025-01-19 05:40:47,35.51,BestBuy,TX,Mobile,0
2025-01-18 09:39:27,9.85,Target,TX,Mobile,0
2025-01-06 03:32:21,159.08,Walmart,NY,Desktop,0
2025-01-10 10:25:50,78.1,Target,TX,Desktop,0
2025-01-09 22:42:14,32.15,Amazon,CA,Tablet,0
2025-01-15 08:16:35,5.25,Amazon,TX,Mobile,0
2025-01-09 02:21:19,29.8,Walmart,TX,Mobile,0
2025-01-10 01:01:21,31.47,BestBuy,TX,Desktop,1
2025-01-02 07:46:00,104.63,Target,FL,Mobile,0
2025-01-13 01:35:00,81.19,Target,FL,Desktop,0
2025-01-25 17:15:13,174.58,Walmart,FL,Tablet,0
2025-01-10 13:47:48,51.13,Walmart,TX,Tablet,0
2025-01-07 17:40:21,10.19,Amazon,CA,Desktop,0
2025-01-15 08:07:42,99.93,eBay,TX,Tablet,0
2025-01-26 06:16:51,114.43,Walmart,NY,Tablet,0
2025-01-15 05:22:40,65.91,eBay,CA,Mobile,0
2025-01-08 03:15:26,117.91,Walmart,FL,Mobile,0
2025-01-02 21:36:56,54.47,BestBuy,WA,Mobile,0
2025-01-05 21:23:52,59.17,BestBuy,CA,Mobile,0
2025-01-12 07:55:09,44.63,Amazon,FL,Mobile,0
2025-01-20 00:29:43,2.06,Amazon,CA,Desktop,0
2025-01-01 19:33:47,9.13,eBay,CA,Desktop,0
2025-01-05 17:42:54,2.55,Walmart,TX,Mobile,0
2025-01-16 11:25:38,80.94,Target,NY,Tablet,0
2025-01-08 08:45:42,30.19,Amazon,WA,Tablet,0
2025-01-23 10:32:39,56.83,Target,FL,Desktop,0
2025-01-03 19:49:13,190.5,Target,CA,Desktop,0
2025-01-17 20:23:31,22.94,Walmart,WA,Desktop,0
2025-01-16 01:57:19,42.26,eBay,CA,Tablet,0
2025-01-22 08:51:56,112.7,Walmart,NY,Desktop,0
2025-01-12 21:37:39,20.78,Amazon,WA,Tablet,0
2025-01-14 00:42:37,6.41,Target,FL,Desktop,0
2025-01-11 10:02:17,27.37,Walmart,CA,Tablet,0
2025-01-12 16:59:56,14.06,Walmart,NY,Desktop,0
2025-01-14 19:07:10,212.4,Walmart,WA,Desktop,0
2025-01-30 22:37:48,132.07,Amazon,CA,Tablet,0
2025-01-16 19:52:28,80.28,eBay,CA,Desktop,0
2025-01-09 19:45:20,164.12,Walmart,FL,Mobile,0
2025-01-30 20:58:16,130.24,Amazon,NY,Tablet,0
2025-01-10 06:07:39,16.52,Target,TX,Desktop,0
2025-01-20 07:32:21,178.47,BestBuy,CA,Tablet,0
2025-01-05 17:37:43,62.01,Amazon,WA,Desktop,0
2025-01-22 10:47:59,131.79,BestBuy,FL,Mobile,0
2025-01-08 19:28:58,181.14,Walmart,FL,Desktop,0
2025-01-23 03:35:14,30.62,Walmart,CA,Desktop,0
2025-01-21 13:18:49,9.33,Amazon,CA,Mobile,0
2025-01-06 16:00:47,20.69,BestBuy,CA,Tablet,0
2025-01-23 14:29:15,44.56,Walmart,TX,Desktop,0
2025-01-08 11:21:03,136.31,Target,CA,Desktop,0
2025-01-16 12:05:33,157.71,eBay,NY,Mobile,0
2025-01-24 04:43:38,0.56,eBay,WA,Tablet,0
2025-01-09 09:00:35,57.19,Walmart,CA,Tablet,0
2025-01-19 00:12:18,43.22,BestBuy,TX,Mobile,0
2025-01-29 18:14:10,20.09,Walmart,WA,Mobile,0
2025-01-06 06:28:25,10.21,BestBuy,FL,Desktop,0
2025-01-03 18:51:59,32.95,Target,CA,Mobile,0
2025-01-08 05:50:48,229.05,BestBuy,WA,Mobile,0
2025-01-14 22:21:30,31.23,Walmart,FL,Mobile,0
2025-01-16 00:39:19,58.52,Target,TX,Tablet,0
2025-01-04 09:37:28,97.13,Amazon,NY,Mobile,0
2025-01-12 08:06:07,36.16,eBay,CA,Desktop,0
2025-01-12 01:19:33,285.42,Walmart,NY,Desktop,0
2025-01-09 12:10:37,262.56,Walmart,TX,Desktop,0
2025-01-21 18:49:33,23.2,Walmart,WA,Mobile,0
2025-01-07 18:49:55,55.01,Target,WA,Tablet,0
2025-01-24 00:22:44,28.63,Amazon,TX,Mobile,0
2025-01-18 15:09:01,26.82,BestBuy,TX,Mobile,0
2025-01-24 20:45:04,3.01,Amazon,CA,Desktop,0
2025-01-11 16:57:21,75.24,Target,FL,Mobile,0
2025-01-14 12:37:16,55.88,Walmart,NY,Tablet,0
2025-01-20 17:41:17,4.23,eBay,NY,Desktop,0
2025-01-20 07:57:04,26.13,Walmart,WA,Tablet,0
2025-01-10 20:51:32,191.11,BestBuy,WA,Tablet,0
2025-01-12 06:11:40,21.91,eBay,CA,Tablet,0
2025-01-30 21:58:24,12.52,Walmart,TX,Mobile,0
2025-01-19 02:08:45,53.78,eBay,NY,Mobile,0
2025-01-20 10:00:16,339.52,Amazon,CA,Mobile,0
2025-01-25 13:42:18,22.17,Target,WA,Mobile,0
2025-01-19 19:49:30,89.21,Walmart,WA,Desktop,0
2025-01-24 23:55:33,114.71,BestBuy,NY,Mobile,0
2025-01-07 01:56:37,21.71,Amazon,WA,Desktop,0
2025-01-13 15:30:02,104.22,Walmart,WA,Tablet,0
2025-01-14 08:46:28,36.68,Amazon,FL,Desktop,1
2025-01-20 21:59:17,80.04,BestBuy,TX,Mobile,0
2025-01-28 22:16:59,80.31,Walmart,WA,Desktop,0
2025-01-15 23:03:32,61.39,BestBuy,FL,Mobile,1
2025-01-04 13:50:07,7.57,eBay,CA,Mobile,0
2025-01-27 10:30:30,144.29,BestBuy,WA,Desktop,0
2025-01-02 19:09:05,30.94,eBay,CA,Desktop,0
2025-01-02 10:16:48,16.51,Walmart,WA,Tablet,0
2025-01-24 03:46:57,3.33,eBay,NY,Tablet,0
2025-01-10 02:24:44,71.5,Walmart,FL,Tablet,0
2025-01-25 08:04:12,90.55,Walmart,FL,Tablet,0
2025-01-15 17:58:22,1.34,Target,NY,Tablet,0
2025-01-09 04:02:02,57.41,Walmart,TX,Desktop,0
2025-01-17 19:11:23,20.55,eBay,FL,Tablet,0
2025-01-13 01:18:19,82.89,Target,CA,Desktop,0
2025-01-08 00:54:30,15.33,Target,FL,Tablet,0
2025-01-22 07:51:47,93.94,Walmart,TX,Mobile,0
2025-01-30 17:50:07,39.12,BestBuy,CA,Tablet,0
2025-01-22 05:08:03,220.83,BestBuy,CA,Mobile,0
2025-01-29 03:01:23,11.84,Target,NY,Desktop,0
2025-01-20 13:12:48,33.37,Walmart,WA,Tablet,0
2025-01-12 02:09:05,9.64,BestBuy,NY,Desktop,0
2025-01-01 18:25:33,206.9,Walmart,WA,Tablet,0
2025-01-15 04:41:09,167.87,Walmart,NY,Desktop,0
2025-01-10 11:37:48,23.87,Target,WA,Tablet,0
2025-01-18 18:30:08,86.3,Target,FL,Tablet,0
2025-01-03 02:35:50,135.96,Amazon,CA,Mobile,0
2025-01-25 15:10:15,64.81,BestBuy,WA,Desktop,0
2025-01-30 21:39:32,60.34,BestBuy,FL,Desktop,0
2025-01-26 12:20:16,22.15,BestBuy,TX,Desktop,0
2025-01-21 09:23:35,7.82,eBay,NY,Desktop,0
2025-01-24 10:26:01,182.01,Walmart,TX,Desktop,0
2025-01-20 02:17:12,184.54,Target,FL,Mobile,0
2025-01-06 11:42:29,80.21,BestBuy,TX,Tablet,1
2025-01-17 03:21:40,33.12,Amazon,TX,Mobile,0
2025-01-29 05:46:15,34.37,BestBuy,FL,Desktop,0
2025-01-12 09:02:35,103.56,Walmart,CA,Desktop,0
2025-01-30 00:16:04,181.93,Walmart,WA,Tablet,0
2025-01-16 16:05:52,174.49,Target,NY,Mobile,0
2025-01-23 15:21:22,121.08,eBay,WA,Tablet,0
2025-01-29 16:59:35,82.18,Target,NY,Tablet,0
2025-01-28 01:59:24,7.03,BestBuy,WA,Mobile,0
2025-01-16 10:04:46,14.1,Amazon,TX,Tablet,0
2025-01-10 13:29:38,183.06,Target,CA,Mobile,0
2025-01-13 12:46:54,74.6,eBay,TX,Mobile,0
2025-01-01 21:34:30,0.74,Target,CA,Desktop,1
2025-01-30 16:59:25,8.56,Walmart,FL,Tablet,0
2025-01-18 03:10:24,87.13,BestBuy,NY,Desktop,0
2025-01-09 19:23:50,0.41,BestBuy,NY,Tablet,0
2025-01-24 00:45:17,14.03,BestBuy,FL,Tablet,0
2025-01-29 03:06:35,63.66,BestBuy,WA,Desktop,0
2025-01-14 10:09:29,94.19,BestBuy,FL,Desktop,0
2025-01-24 11:51:00,84.44,BestBuy,FL,Desktop,1
2025-01-17 23:40:08,20.32,Amazon,CA,Mobile,0
2025-01-01 13:54:40,99.63,eBay,FL,Tablet,0
2025-01-01 10:34:27,21.67,BestBuy,NY,Mobile,0
2025-01-14 11:49:29,31.49,eBay,TX,Tablet,0
2025-01-03 11:32:12,109.79,BestBuy,CA,Tablet,0
2025-01-14 20:27:21,83.9,Target,CA,Mobile,0
2025-01-15 08:34:36,151.36,BestBuy,WA,Mobile,0
2025-01-16 08:00:38,85.75,Walmart,TX,Tablet,0
2025-01-04 01:56:17,67.2,Amazon,CA,Desktop,0
2025-01-02 10:46:44,7.87,Target,FL,Desktop,0
2025-01-19 17:23:42,36.67,Target,CA,Desktop,0
2025-01-03 19:23:05,24.65,Walmart,CA,Desktop,0
2025-01-12 18:14:22,22.38,BestBuy,CA,Tablet,0
2025-01-30 15:34:06,288.98,Amazon,WA,Desktop,0
2025-01-22 16:05:00,39.95,Target,CA,Desktop,0
2025-01-06 06:41:53,178.08,Amazon,CA,Desktop,0
2025-01-05 03:44:07,79.79,Target,WA,Tablet,0
2025-01-21 00:31:15,126.71,BestBuy,TX,Mobile,0
2025-01-05 08:00:14,55.87,Target,NY,Desktop,0
2025-01-09 12:29:15,68.81,Target,WA,Tablet,0
2025-01-03 11:07:59,54.26,eBay,WA,Tablet,0
2025-01-08 22:51:01,17.38,BestBuy,CA,Desktop,0
2025-01-02 08:02:08,102.54,Walmart,CA,Mobile,0
2025-01-26 18:00:48,26.37,Walmart,NY,Mobile,0
2025-01-12 17:03:07,1.97,BestBuy,CA,Mobile,0
2025-01-19 06:29:04,82.96,Walmart,FL,Tablet,1
2025-01-07 17:49:26,15.59,BestBuy,CA,Desktop,0
2025-01-10 21:53:52,225.69,Walmart,CA,Desktop,1
2025-01-25 20:26:17,246.2,eBay,FL,Tablet,0
2025-01-05 01:23:46,197.08,Walmart,NY,Desktop,0
2025-01-16 16:08:44,36.98,Target,FL,Desktop,0
2025-01-20 02:38:44,1.25,BestBuy,WA,Mobile,0
2025-01-08 20:46:50,210.84,Amazon,FL,Desktop,0
2025-01-24 11:31:41,44.72,Amazon,TX,Desktop,0
2025-01-19 23:44:51,272.07,BestBuy,WA,Tablet,0
2025-01-18 11:15:38,265.1,eBay,CA,Tablet,0
2025-01-16 19:48:43,153.39,Walmart,WA,Mobile,0
2025-01-27 02:18:22,27.9,eBay,NY,Tablet,0
2025-01-20 13:48:58,38.9,Amazon,NY,Mobile,0
2025-01-18 07:53:26,152.38,BestBuy,FL,Mobile,0
2025-01-20 15:38:53,30.49,BestBuy,WA,Desktop,0
2025-01-16 12:23:29,14.86,eBay,CA,Mobile,0
2025-01-15 07:54:46,65.1,eBay,NY,Desktop,0
2025-01-21 17:56:05,220.1,Walmart,CA,Mobile,0
2025-01-21 12:46:40,95.27,Target,TX,Tablet,0
2025-01-19 20:43:16,67.53,Target,NY,Tablet,0
2025-01-11 14:50:45,8.18,Walmart,FL,Tablet,1
2025-01-03 11:15:57,76.36,Target,TX,Mobile,1
2025-01-02 11:41:23,368.85,Amazon,WA,Mobile,0
2025-01-28 15:36:50,12.07,Target,CA,Desktop,0
2025-01-19 13:48:28,58.44,Walmart,NY,Desktop,0
2025-01-10 01:10:24,167.89,Target,TX,Desktop,0
2025-01-04 21:53:58,108.0,BestBuy,TX,Desktop,1
2025-01-02 07:23:03,95.53,eBay,NY,Mobile,0
2025-01-05 21:12:15,96.98,Amazon,WA,Mobile,0
2025-01-16 21:37:28,35.64,BestBuy,WA,Desktop,0
2025-01-24 09:40:56,27.8,BestBuy,FL,Mobile,0
2025-01-06 02:29:49,132.59,Walmart,WA,Mobile,0
2025-01-10 07:37:12,132.91,eBay,FL,Mobile,0
2025-01-20 05:55:51,161.44,eBay,TX,Mobile,0
2025-01-26 15:51:32,195.57,Amazon,NY,Desktop,0
2025-01-23 08:44:29,57.29,Walmart,WA,Desktop,0
2025-01-06 07:02:10,55.69,Amazon,FL,Mobile,0
2025-01-24 03:23:12,128.08,Target,TX,Tablet,0
2025-01-14 15:22:47,83.98,BestBuy,WA,Desktop,0
2025-01-18 07:36:44,96.84,Amazon,CA,Desktop,0
2025-01-19 21:58:26,127.09,BestBuy,TX,Tablet,0
2025-01-05 11:30:35,176.59,Walmart,WA,Desktop,0
2025-01-09 06:09:14,33.0,Target,TX,Tablet,0
2025-01-19 07:04:44,37.67,Walmart,NY,Tablet,0
2025-01-13 06:37:46,7.9,Target,NY,Mobile,0
2025-01-01 10:38:41,69.07,Target,NY,Desktop,0
2025-01-17 20:29:16,2.93,BestBuy,CA,Tablet,0
2025-01-26 05:34:37,50.13,Walmart,NY,Mobile,0
2025-01-13 00:41:45,62.58,Walmart,CA,Desktop,0
2025-01-17 06:08:05,27.01,Amazon,NY,Mobile,0
2025-01-16 22:25:20,71.49,Walmart,TX,Mobile,0
2025-01-26 02:26:37,2.48,Amazon,WA,Tablet,0
2025-01-15 01:30:34,3.05,eBay,WA,Desktop,0
2025-01-04 13:28:08,138.35,eBay,NY,Mobile,0
2025-01-23 22:34:03,35.73,eBay,WA,Tablet,0
2025-01-19 08:37:15,10.87,Walmart,NY,Tablet,0
2025-01-16 15:14:35,59.09,Walmart,NY,Mobile,0
2025-01-14 04:33:42,117.57,Amazon,FL,Mobile,0
2025-01-30 08:22:43,19.45,Target,FL,Tablet,0
2025-01-10 01:34:31,78.02,Amazon,FL,Mobile,0
2025-01-08 06:59:17,7.14,eBay,CA,Mobile,0
2025-01-18 22:33:45,4.25,Amazon,FL,Desktop,0
2025-01-29 23:44:44,60.63,Target,NY,Tablet,0
2025-01-11 19:34:10,62.23,Walmart,TX,Mobile,1
2025-01-10 17:00:30,81.16,Amazon,FL,Tablet,0
2025-01-21 21:32:53,103.6,eBay,FL,Desktop,0
2025-01-06 18:19:47,297.88,eBay,TX,Tablet,0
2025-01-04 17:34:50,58.1,Walmart,NY,Tablet,0
2025-01-14 22:06:54,31.2,Amazon,CA,Tablet,0
2025-01-22 02:06:07,126.85,Target,FL,Desktop,0
2025-01-22 21:49:20,25.27,Walmart,TX,Desktop,0
2025-01-05 22:19:40,46.24,Amazon,NY,Tablet,0
2025-01-09 17:34:22,6.54,BestBuy,WA,Tablet,0
2025-01-25 21:12:59,2.05,eBay,CA,Desktop,0
2025-01-24 09:13:30,262.99,Target,TX,Mobile,0
2025-01-05 06:26:51,144.62,Target,TX,Desktop,0
2025-01-23 14:37:10,95.25,Target,TX,Tablet,0
2025-01-03 09:54:22,42.07,eBay,FL,Mobile,0
2025-01-20 04:20:52,15.22,Amazon,WA,Mobile,0
2025-01-08 11:15:11,13.61,Walmart,CA,Mobile,0
2025-01-30 02:35:06,23.04,Amazon,NY,Desktop,0
2025-01-22 13:15:28,63.74,Walmart,NY,Desktop,0
2025-01-03 03:51:28,100.31,Target,WA,Desktop,0
2025-01-10 23:35:39,86.35,Amazon,TX,Desktop,0
2025-01-07 05:16:40,26.27,Target,TX,Tablet,0
2025-01-12 08:35:37,247.85,BestBuy,TX,Mobile,0
2025-01-14 05:17:48,107.12,Target,TX,Tablet,0
2025-01-26 17:14:36,64.66,Target,TX,Desktop,0
2025-01-10 15:24:07,75.68,Walmart,WA,Desktop,0
2025-01-07 22:30:36,43.52,BestBuy,FL,Tablet,0
2025-01-17 10:16:09,22.77,Target,CA,Mobile,0
2025-01-26 00:57:06,35.2,Target,TX,Mobile,0
2025-01-29 13:09:59,113.45,BestBuy,FL,Desktop,0
2025-01-21 13:18:53,1.16,BestBuy,NY,Desktop,0
2025-01-17 08:19:04,9.87,Amazon,WA,Desktop,0
2025-01-04 15:27:20,3.77,Walmart,FL,Desktop,0
2025-01-24 12:35:10,3.33,BestBuy,TX,Mobile,0
2025-01-05 12:02:32,154.74,BestBuy,TX,Tablet,0
2025-01-04 16:09:38,97.3,eBay,TX,Mobile,0
2025-01-14 02:42:35,51.42,BestBuy,FL,Tablet,0
2025-01-07 03:43:49,8.24,Walmart,TX,Desktop,0
2025-01-11 03:30:27,54.12,Target,FL,Desktop,0
2025-01-12 10:19:55,51.32,Target,TX,Tablet,0
2025-01-07 18:34:10,15.22,Target,NY,Desktop,0
2025-01-11 15:12:51,45.51,Target,NY,Mobile,0
2025-01-09 11:01:40,40.67,eBay,CA,Desktop,0
2025-01-13 17:16:39,76.54,BestBuy,TX,Desktop,1
2025-01-27 21:38:00,80.65,Target,TX,Desktop,0
2025-01-02 00:55:35,3.71,Amazon,FL,Desktop,0
2025-01-07 06:31:38,37.55,Target,FL,Mobile,0
2025-01-20 06:02:00,78.65,BestBuy,TX,Tablet,0
2025-01-04 03:15:01,55.96,Target,CA,Desktop,1
2025-01-11 17:54:30,155.31,eBay,TX,Desktop,0
2025-01-22 12:01:11,86.0,Walmart,FL,Mobile,0
2025-01-09 06:17:08,14.23,Walmart,TX,Mobile,0
2025-01-13 17:52:23,5.85,BestBuy,FL,Mobile,0
2025-01-10 02:03:15,82.27,Walmart,TX,Desktop,0
2025-01-23 19:13:02,2.15,Walmart,WA,Tablet,0
2025-01-26 11:59:47,70.51,Amazon,FL,Mobile,0
2025-01-15 15:29:11,225.38,BestBuy,CA,Mobile,0
2025-01-17 10:39:24,68.54,BestBuy,WA,Mobile,0
2025-01-20 12:27:12,39.3,Walmart,TX,Tablet,0
2025-01-20 09:14:54,82.47,Walmart,FL,Desktop,0
2025-01-04 09:30:42,49.04,Walmart,WA,Desktop,0
2025-01-14 21:47:34,63.11,eBay,CA,Desktop,0
2025-01-27 21:10:58,227.05,Target,FL,Mobile,0
2025-01-02 21:20:50,39.03,eBay,WA,Desktop,0
2025-01-27 21:09:43,259.93,BestBuy,WA,Mobile,0
2025-01-21 04:57:10,188.61,Amazon,WA,Tablet,0
2025-01-09 08:33:34,17.43,Target,NY,Tablet,0
2025-01-25 08:57:30,5.75,Amazon,TX,Desktop,0
2025-01-14 21:31:30,8.5,BestBuy,FL,Mobile,0
2025-01-01 08:29:45,1.47,BestBuy,FL,Mobile,0
2025-01-22 01:21:54,7.94,Amazon,FL,Desktop,0
2025-01-08 09:44:00,91.91,Amazon,WA,Tablet,0
2025-01-28 08:59:14,5.91,Amazon,TX,Tablet,0
2025-01-01 07:27:11,30.73,BestBuy,CA,Tablet,0
2025-01-16 20:21:26,149.08,Walmart,FL,Tablet,0
2025-01-10 08:14:49,1.88,Amazon,TX,Tablet,0
2025-01-23 01:19:44,134.76,Target,TX,Desktop,0
2025-01-13 01:11:31,26.49,BestBuy,NY,Desktop,0
2025-01-11 04:45:36,10.06,eBay,FL,Desktop,0
2025-01-02 03:46:39,95.45,eBay,WA,Tablet,0
2025-01-02 03:59:48,79.31,Target,TX,Tablet,0
2025-01-09 01:09:36,167.95,Walmart,TX,Desktop,0
2025-01-30 10:03:32,106.26,Amazon,CA,Desktop,0
2025-01-04 07:11:44,130.16,BestBuy,NY,Tablet,0
2025-01-08 14:10:00,26.51,Amazon,TX,Mobile,0
2025-01-30 01:50:28,15.63,BestBuy,TX,Desktop,0
2025-01-12 01:19:54,111.1,eBay,WA,Tablet,0
2025-01-25 19:03:45,131.54,Amazon,WA,Tablet,0
2025-01-24 09:19:52,372.56,Target,CA,Desktop,0
2025-01-03 05:47:33,42.57,Walmart,CA,Mobile,0
2025-01-26 09:03:05,37.22,Target,CA,Tablet,0
2025-01-12 19:08:55,119.84,Walmart,WA,Desktop,0
2025-01-21 20:32:28,33.34,Amazon,WA,Tablet,0
2025-01-01 16:37:00,213.61,Amazon,NY,Tablet,0
2025-01-28 02:44:51,156.39,Walmart,FL,Tablet,0
2025-01-26 12:13:56,44.83,eBay,FL,Tablet,0
2025-01-03 07:35:15,111.18,BestBuy,NY,Mobile,0
2025-01-07 19:57:34,112.37,Target,FL,Desktop,0
2025-01-28 23:30:33,8.71,Target,WA,Desktop,0
2025-01-14 16:22:09,186.28,Target,FL,Desktop,0
2025-01-12 02:43:07,56.3,Amazon,WA,Desktop,0
2025-01-16 06:12:11,140.11,Target,NY,Desktop,0
2025-01-20 04:21:45,30.86,BestBuy,CA,Mobile,0
2025-01-24 06:28:27,180.7,BestBuy,NY,Tablet,0
2025-01-04 21:08:47,39.44,Walmart,FL,Tablet,0
2025-01-09 05:30:39,0.87,Amazon,WA,Desktop,0
2025-01-12 14:48:42,188.63,BestBuy,FL,Tablet,0
2025-01-20 22:47:14,7.66,eBay,FL,Tablet,1
2025-01-21 03:05:33,30.77,Amazon,CA,Tablet,0
2025-01-01 04:44:00,239.76,Amazon,FL,Desktop,0
2025-01-01 08:33:23,240.64,BestBuy,CA,Desktop,0
2025-01-27 09:01:29,68.16,eBay,WA,Mobile,0
2025-01-01 09:46:08,79.94,Walmart,WA,Desktop,0
2025-01-14 14:50:40,47.6,BestBuy,CA,Mobile,0
2025-01-10 20:42:16,27.76,eBay,NY,Desktop,0
2025-01-29 22:26:59,31.88,Amazon,WA,Tablet,0
2025-01-09 21:50:17,89.31,eBay,NY,Mobile,0
2025-01-16 14:26:54,111.67,Amazon,WA,Mobile,0
2025-01-19 17:40:21,125.46,BestBuy,WA,Mobile,0
2025-01-05 23:10:25,124.71,BestBuy,TX,Desktop,0
2025-01-19 11:17:06,7.65,Target,FL,Mobile,0
2025-01-16 14:38:19,54.56,Target,FL,Desktop,0
2025-01-25 10:29:24,4.74,Target,NY,Mobile,0
2025-01-22 03:59:34,63.8,BestBuy,FL,Desktop,1
2025-01-20 12:15:09,46.6,Walmart,NY,Mobile,0
2025-01-18 19:57:20,174.93,BestBuy,WA,Tablet,0
2025-01-10 19:56:30,34.58,eBay,TX,Tablet,0
2025-01-09 04:39:02,9.96,BestBuy,TX,Mobile,0
2025-01-10 07:37:43,12.34,BestBuy,WA,Desktop,0
2025-01-30 05:54:41,114.67,Amazon,CA,Desktop,0
2025-01-25 15:25:02,77.03,Amazon,CA,Desktop,0
2025-01-17 19:36:48,8.53,Amazon,FL,Tablet,0
2025-01-18 16:29:54,7.03,BestBuy,NY,Tablet,0
2025-01-24 01:13:53,96.58,Walmart,TX,Tablet,0
2025-01-27 20:54:30,6.04,eBay,FL,Desktop,0
2025-01-29 12:44:09,138.01,eBay,WA,Desktop,0
2025-01-10 17:02:20,98.0,Walmart,TX,Desktop,0
2025-01-04 06:12:57,6.79,Walmart,NY,Mobile,0
